donation_id,donor_id,category,condition,quantity,city,timestamp,matched_ngo,status
DN000736,D00441,accessories,excellent,13,Mumbai,2025-05-14,NGO0079,delivered
DN000737,D00121,outerwear,fair,9,Pune,2025-02-04,NGO0008,delivered
DN000738,D00079,shoes,good,19,Lucknow,2024-12-19,NGO0025,delivered
DN000739,D00419,formal,fair,9,Chennai,2025-05-08,NGO0056,delivered
DN000740,D00413,accessories,good,17,Chennai,2025-11-08,NGO0044,matched
DN000741,D00390,children,good,11,Kolkata,2025-06-13,NGO0037,approved
DN000742,D00443,accessories,good,4,Hyderabad,2025-10-11,,matched
DN000743,D00230,accessories,good,12,Kolkata,2025-04-16,,pending
DN000744,D00426,accessories,good,3,Hyderabad,2025-10-06,,approved
DN000745,D00426,children,good,14,Hyderabad,2025-07-20,,delivered
DN000746,D00046,formal,good,8,Pune,2025-05-28,,matched
DN000747,D00392,formal,excellent,4,Delhi,2025-10-12,NGO0051,delivered
DN000748,D00375,shoes,fair,11,Jaipur,2025-09-29,,pending
DN000749,D00155,outerwear,good,5,Chennai,2025-04-23,NGO0045,matched
DN000750,D00198,shoes,excellent,9,Lucknow,2025-08-19,NGO0038,pending
DN000751,D00185,casual,fair,2,Jaipur,2025-08-20,NGO0060,approved
DN000752,D00270,formal,good,15,Chennai,2025-10-06,,delivered
DN000753,D00017,formal,fair,16,Hyderabad,2025-05-06,NGO0065,delivered
DN000754,D00461,accessories,excellent,3,Delhi,2024-12-31,NGO0054,matched
DN000755,D00188,shoes,excellent,19,Bengaluru,2025-06-03,,matched
DN000756,D00312,children,good,20,Bengaluru,2025-02-05,,pending
DN000757,D00033,accessories,excellent,1,Bengaluru,2025-11-09,NGO0029,delivered
DN000758,D00290,formal,excellent,12,Bengaluru,2025-06-26,NGO0088,matched
DN000759,D00098,casual,fair,19,Mumbai,2025-06-28,NGO0060,pending
DN000760,D00309,casual,good,2,Hyderabad,2025-09-26,,pending
DN000761,D00166,formal,fair,7,Delhi,2025-07-08,NGO0040,approved
DN000762,D00473,casual,excellent,10,Pune,2025-07-25,NGO0017,delivered
DN000763,D00472,casual,excellent,1,Kolkata,2025-06-12,NGO0014,delivered
DN000764,D00455,accessories,excellent,11,Hyderabad,2025-08-08,NGO0019,matched
DN000765,D00205,formal,good,2,Bengaluru,2025-08-23,NGO0086,pending
DN000766,D00376,outerwear,fair,10,Bengaluru,2025-05-04,NGO0058,approved
DN000767,D00241,casual,excellent,9,Bengaluru,2025-01-30,NGO0040,pending
DN000768,D00121,casual,good,5,Pune,2025-04-02,,pending
DN000769,D00179,shoes,excellent,12,Kolkata,2025-02-15,NGO0028,approved
DN000770,D00325,children,excellent,11,Ahmedabad,2025-04-30,,matched
DN000771,D00286,formal,good,8,Chennai,2025-09-08,,pending
DN000772,D00177,accessories,good,8,Kolkata,2024-11-17,NGO0023,delivered
DN000773,D00168,outerwear,excellent,9,Hyderabad,2025-06-09,NGO0010,pending
DN000774,D00186,casual,good,3,Lucknow,2025-04-10,NGO0001,matched
DN000775,D00157,casual,fair,2,Lucknow,2024-11-17,NGO0079,matched
DN000776,D00032,accessories,excellent,8,Bengaluru,2025-05-21,NGO0081,matched
DN000777,D00168,shoes,fair,14,Hyderabad,2025-05-10,,delivered
DN000778,D00154,shoes,excellent,3,Chennai,2025-03-12,,pending
DN000779,D00098,accessories,fair,7,Mumbai,2025-08-08,,approved
DN000780,D00318,accessories,good,4,Hyderabad,2025-02-03,NGO0067,matched
DN000781,D00004,shoes,excellent,15,Chennai,2025-05-27,,pending
DN000782,D00369,outerwear,good,9,Jaipur,2025-07-01,NGO0070,pending
DN000783,D00050,accessories,excellent,11,Chennai,2025-08-21,,delivered
DN000784,D00122,outerwear,excellent,9,Ahmedabad,2025-01-14,NGO0046,delivered
DN000785,D00268,accessories,good,15,Ahmedabad,2025-04-21,NGO0049,pending
DN000786,D00003,accessories,excellent,14,Jaipur,2025-10-04,,delivered
DN000787,D00017,accessories,good,13,Hyderabad,2025-03-24,NGO0014,delivered
DN000788,D00424,children,excellent,8,Kolkata,2025-10-22,NGO0026,approved
DN000789,D00236,accessories,fair,2,Lucknow,2025-05-28,NGO0072,delivered
DN000790,D00349,formal,excellent,10,Delhi,2025-07-13,NGO0081,delivered
DN000791,D00449,accessories,good,15,Bengaluru,2025-06-20,NGO0049,approved
DN000792,D00089,outerwear,fair,19,Chennai,2024-12-26,,pending
DN000793,D00019,shoes,excellent,19,Chennai,2025-01-10,NGO0001,approved
DN000794,D00369,shoes,good,6,Jaipur,2025-07-27,NGO0055,delivered
DN000795,D00289,outerwear,fair,8,Jaipur,2025-09-19,,matched
DN000796,D00006,children,fair,6,Bengaluru,2025-02-19,NGO0072,matched
DN000797,D00240,children,good,12,Mumbai,2025-11-06,,delivered
DN000798,D00090,shoes,fair,2,Hyderabad,2025-09-20,NGO0085,matched
DN000799,D00340,children,fair,9,Jaipur,2025-06-05,,approved
DN000800,D00414,formal,good,12,Lucknow,2024-12-07,,matched
DN000801,D00051,children,good,16,Lucknow,2025-03-19,,pending
DN000802,D00344,shoes,excellent,9,Delhi,2025-01-04,NGO0025,matched
DN000803,D00061,formal,good,19,Pune,2025-02-16,,pending
DN000804,D00140,children,good,2,Ahmedabad,2025-02-22,NGO0092,matched
DN000805,D00005,shoes,excellent,18,Jaipur,2025-10-24,NGO0036,delivered
DN000806,D00075,accessories,excellent,19,Mumbai,2025-03-08,,approved
DN000807,D00158,casual,good,14,Kolkata,2025-02-23,NGO0009,delivered
DN000808,D00349,outerwear,good,9,Delhi,2025-07-29,,delivered
DN000809,D00022,shoes,excellent,12,Pune,2025-04-16,NGO0073,approved
DN000810,D00220,formal,excellent,15,Hyderabad,2024-12-27,NGO0052,pending
DN000811,D00277,children,fair,17,Delhi,2025-10-19,NGO0056,matched
DN000812,D00296,casual,fair,2,Kolkata,2025-08-02,,matched
DN000813,D00175,shoes,fair,12,Kolkata,2025-04-22,NGO0032,delivered
DN000814,D00336,children,good,1,Mumbai,2025-06-21,NGO0050,approved
DN000815,D00357,casual,excellent,6,Mumbai,2025-02-19,,pending
DN000816,D00406,casual,fair,12,Chennai,2025-10-01,NGO0084,pending
DN000817,D00277,shoes,fair,9,Delhi,2025-07-14,,approved
DN000818,D00436,accessories,fair,11,Mumbai,2025-05-03,NGO0074,pending
DN000819,D00235,outerwear,excellent,11,Kolkata,2025-11-01,NGO0015,pending
DN000820,D00134,shoes,good,10,Kolkata,2025-11-05,NGO0085,delivered
DN000821,D00495,formal,excellent,10,Hyderabad,2025-02-22,NGO0007,pending
DN000822,D00160,shoes,good,9,Delhi,2025-02-22,,delivered
DN000823,D00442,formal,fair,13,Bengaluru,2025-09-26,NGO0065,delivered
DN000824,D00251,children,fair,16,Jaipur,2025-03-22,NGO0036,approved
DN000825,D00417,outerwear,excellent,15,Kolkata,2025-05-01,NGO0029,delivered
DN000826,D00277,formal,fair,10,Delhi,2025-05-06,,matched
DN000827,D00202,outerwear,good,18,Jaipur,2025-05-27,,matched
DN000828,D00207,accessories,good,17,Bengaluru,2025-02-04,,approved
DN000829,D00451,children,excellent,17,Delhi,2025-05-27,NGO0027,delivered
DN000830,D00177,outerwear,good,7,Kolkata,2025-03-19,NGO0093,matched
DN000831,D00044,shoes,fair,19,Bengaluru,2025-07-24,NGO0008,matched
DN000832,D00395,outerwear,fair,11,Hyderabad,2025-02-09,,delivered
DN000833,D00226,formal,fair,17,Delhi,2025-10-25,NGO0013,matched
DN000834,D00298,outerwear,good,1,Pune,2025-11-07,,approved
DN000835,D00389,casual,fair,19,Lucknow,2025-10-21,NGO0050,pending
DN000836,D00134,casual,fair,15,Kolkata,2025-07-07,NGO0004,pending
DN000837,D00346,children,fair,16,Hyderabad,2025-09-11,NGO0022,delivered
DN000838,D00292,casual,excellent,7,Kolkata,2024-12-31,NGO0076,approved
DN000839,D00264,casual,excellent,10,Lucknow,2025-05-01,NGO0086,pending
DN000840,D00013,accessories,excellent,11,Chennai,2025-03-15,NGO0020,matched
DN000841,D00285,outerwear,fair,17,Jaipur,2025-04-09,NGO0062,delivered
DN000842,D00199,shoes,good,11,Ahmedabad,2025-06-17,NGO0002,matched
DN000843,D00086,accessories,fair,8,Bengaluru,2024-12-19,NGO0041,delivered
DN000844,D00399,casual,excellent,13,Jaipur,2025-10-13,,pending
DN000845,D00200,casual,excellent,1,Mumbai,2025-07-21,NGO0004,matched
DN000846,D00166,accessories,fair,6,Delhi,2025-09-12,NGO0026,approved
DN000847,D00021,accessories,good,18,Jaipur,2025-02-19,,matched
DN000848,D00219,shoes,fair,11,Pune,2025-02-04,NGO0043,approved
DN000849,D00464,children,good,16,Lucknow,2025-07-16,,delivered
DN000850,D00115,formal,good,4,Pune,2025-06-20,,pending
DN000851,D00436,casual,good,20,Mumbai,2025-07-03,,delivered
DN000852,D00301,shoes,fair,9,Bengaluru,2025-01-09,,approved
DN000853,D00234,formal,fair,18,Delhi,2025-10-23,NGO0016,approved
DN000854,D00426,formal,excellent,18,Hyderabad,2025-06-14,NGO0023,approved
DN000855,D00071,accessories,excellent,13,Delhi,2024-11-23,,matched
DN000856,D00035,formal,good,7,Pune,2024-12-19,NGO0043,delivered
DN000857,D00492,shoes,fair,2,Kolkata,2025-06-20,,matched
DN000858,D00059,casual,excellent,16,Jaipur,2025-09-06,NGO0004,matched
DN000859,D00322,casual,excellent,15,Ahmedabad,2025-06-20,NGO0087,approved
DN000860,D00155,accessories,excellent,12,Chennai,2025-10-23,NGO0042,pending
DN000861,D00417,accessories,good,18,Kolkata,2024-11-12,,matched
DN000862,D00257,outerwear,fair,14,Lucknow,2024-12-20,,approved
DN000863,D00013,shoes,excellent,14,Chennai,2025-08-17,,matched
DN000864,D00162,accessories,fair,14,Chennai,2025-08-24,NGO0048,matched
DN000865,D00228,accessories,good,5,Mumbai,2025-07-02,NGO0031,delivered
DN000866,D00250,shoes,good,2,Bengaluru,2025-08-19,NGO0049,approved
DN000867,D00335,formal,good,10,Pune,2025-05-08,NGO0048,approved
DN000868,D00129,formal,good,14,Lucknow,2025-05-16,NGO0009,pending
DN000869,D00433,formal,good,4,Jaipur,2025-02-27,NGO0023,delivered
DN000870,D00137,formal,good,16,Bengaluru,2025-06-05,NGO0033,matched
DN000871,D00025,children,fair,13,Kolkata,2025-07-29,NGO0070,matched
DN000872,D00455,accessories,good,16,Hyderabad,2024-12-30,NGO0034,approved
DN000873,D00260,outerwear,fair,15,Mumbai,2025-01-29,,delivered
DN000874,D00378,formal,good,11,Delhi,2025-03-01,NGO0089,pending
DN000875,D00109,formal,fair,9,Bengaluru,2025-05-28,NGO0013,pending
DN000876,D00222,formal,good,10,Jaipur,2025-04-17,,pending
DN000877,D00490,formal,excellent,13,Pune,2024-11-14,,matched
DN000878,D00039,outerwear,fair,18,Hyderabad,2025-10-30,NGO0077,pending
DN000879,D00099,children,excellent,10,Hyderabad,2025-06-28,,approved
DN000880,D00434,shoes,excellent,2,Chennai,2025-05-05,NGO0031,approved
DN000881,D00191,formal,excellent,16,Bengaluru,2024-11-14,,delivered
DN000882,D00391,casual,fair,2,Kolkata,2024-11-14,NGO0009,pending
DN000883,D00421,shoes,good,7,Delhi,2025-07-19,NGO0094,matched
DN000884,D00124,casual,excellent,10,Mumbai,2025-10-25,NGO0084,approved
DN000885,D00418,formal,excellent,4,Chennai,2025-10-11,NGO0017,pending
DN000886,D00399,formal,fair,7,Jaipur,2025-02-10,,matched
DN000887,D00370,casual,good,17,Mumbai,2025-09-14,NGO0023,matched
DN000888,D00092,children,excellent,13,Mumbai,2025-05-18,NGO0065,approved
DN000889,D00072,accessories,fair,11,Hyderabad,2025-05-17,NGO0066,approved
DN000890,D00299,accessories,excellent,9,Bengaluru,2025-11-09,NGO0074,delivered
DN000891,D00058,casual,excellent,1,Delhi,2025-11-02,NGO0061,matched
DN000892,D00339,formal,fair,1,Jaipur,2025-07-12,,approved
DN000893,D00191,children,excellent,13,Bengaluru,2025-06-05,NGO0053,delivered
DN000894,D00071,formal,good,15,Delhi,2025-06-07,NGO0022,delivered
DN000895,D00021,outerwear,good,4,Jaipur,2025-04-02,NGO0051,matched
DN000896,D00297,children,excellent,1,Ahmedabad,2025-03-17,NGO0092,matched
DN000897,D00464,shoes,fair,4,Lucknow,2025-09-17,NGO0076,pending
DN000898,D00078,shoes,good,6,Bengaluru,2025-10-02,,matched
DN000899,D00299,accessories,excellent,12,Bengaluru,2025-03-18,NGO0033,matched
DN000900,D00222,casual,fair,12,Jaipur,2025-02-03,NGO0050,approved
DN000901,D00429,formal,fair,2,Mumbai,2025-02-21,NGO0097,delivered
DN000902,D00303,formal,fair,5,Mumbai,2024-12-26,NGO0098,delivered
DN000903,D00445,children,good,14,Hyderabad,2025-10-15,NGO0039,pending
DN000904,D00406,shoes,good,8,Chennai,2025-01-30,NGO0033,delivered
DN000905,D00315,outerwear,excellent,12,Jaipur,2025-09-09,NGO0059,pending
DN000906,D00018,formal,excellent,20,Jaipur,2025-01-12,NGO0078,pending
DN000907,D00052,formal,fair,19,Bengaluru,2025-09-04,,delivered
DN000908,D00468,accessories,fair,19,Ahmedabad,2024-11-19,NGO0075,matched
DN000909,D00121,children,excellent,12,Pune,2025-06-06,NGO0014,delivered
DN000910,D00198,accessories,fair,1,Lucknow,2025-04-23,,matched
DN000911,D00018,casual,excellent,3,Jaipur,2025-05-12,NGO0095,delivered
DN000912,D00376,accessories,excellent,18,Bengaluru,2025-05-10,,delivered
DN000913,D00190,outerwear,good,11,Chennai,2025-01-30,NGO0073,pending
DN000914,D00125,shoes,good,5,Pune,2024-12-27,,approved
DN000915,D00285,casual,fair,10,Jaipur,2025-04-20,NGO0037,pending
DN000916,D00253,outerwear,fair,16,Bengaluru,2024-12-03,NGO0006,delivered
DN000917,D00496,accessories,fair,4,Hyderabad,2025-03-27,,approved
DN000918,D00464,accessories,fair,2,Lucknow,2025-05-12,,delivered
DN000919,D00294,children,excellent,19,Bengaluru,2025-04-08,NGO0055,approved
DN000920,D00128,children,good,9,Lucknow,2024-12-22,,pending
DN000921,D00282,formal,fair,17,Kolkata,2025-06-17,NGO0078,pending
DN000922,D00495,children,good,19,Hyderabad,2025-07-22,NGO0022,approved
DN000923,D00164,casual,fair,20,Delhi,2025-05-08,NGO0084,approved
DN000924,D00155,casual,good,10,Chennai,2025-09-09,NGO0017,delivered
DN000925,D00302,formal,excellent,4,Pune,2025-06-17,,matched
DN000926,D00461,accessories,fair,6,Delhi,2025-06-27,,matched
DN000927,D00096,casual,good,17,Lucknow,2024-11-12,,matched
DN000928,D00346,outerwear,good,11,Hyderabad,2025-09-08,,matched
DN000929,D00043,shoes,excellent,5,Mumbai,2025-07-20,NGO0031,matched
DN000930,D00085,shoes,excellent,12,Pune,2025-10-15,NGO0033,approved
DN000931,D00357,outerwear,excellent,9,Mumbai,2024-12-16,,pending
DN000932,D00475,formal,good,11,Bengaluru,2025-08-17,NGO0002,delivered
DN000933,D00238,shoes,good,12,Bengaluru,2025-05-23,,pending
DN000934,D00320,children,good,10,Hyderabad,2025-09-01,NGO0045,matched
DN000935,D00141,casual,fair,3,Jaipur,2025-01-12,,matched
DN000936,D00124,outerwear,excellent,7,Mumbai,2025-06-11,,matched
DN000937,D00083,formal,good,17,Delhi,2024-12-23,,matched
DN000938,D00119,shoes,good,8,Lucknow,2025-02-07,NGO0013,matched
DN000939,D00392,shoes,good,5,Delhi,2025-09-12,NGO0047,delivered
DN000940,D00225,formal,fair,17,Jaipur,2025-01-31,,matched
DN000941,D00263,formal,fair,14,Kolkata,2025-07-31,,matched
DN000942,D00202,formal,fair,10,Jaipur,2025-03-31,NGO0006,delivered
DN000943,D00304,children,good,15,Mumbai,2025-04-21,NGO0070,pending
DN000944,D00420,outerwear,excellent,13,Chennai,2025-05-18,,pending
DN000945,D00182,outerwear,good,16,Ahmedabad,2025-08-15,NGO0095,approved
DN000946,D00128,accessories,good,5,Lucknow,2025-04-06,,matched
DN000947,D00394,casual,fair,20,Jaipur,2025-05-05,NGO0050,pending
DN000948,D00402,casual,excellent,17,Delhi,2025-06-14,NGO0006,matched
DN000949,D00333,children,excellent,19,Chennai,2025-06-09,,matched
DN000950,D00249,accessories,excellent,20,Bengaluru,2025-01-10,NGO0082,pending
DN000951,D00340,accessories,fair,18,Jaipur,2024-11-18,,approved
DN000952,D00236,children,excellent,16,Lucknow,2024-12-22,,delivered
DN000953,D00243,accessories,fair,13,Ahmedabad,2025-10-02,NGO0054,approved
DN000954,D00496,formal,fair,15,Hyderabad,2025-07-02,NGO0043,approved
DN000955,D00435,accessories,fair,12,Pune,2025-09-26,NGO0086,delivered
DN000956,D00024,children,excellent,14,Delhi,2025-06-02,NGO0050,matched
DN000957,D00489,shoes,excellent,2,Ahmedabad,2025-02-02,NGO0059,pending
DN000958,D00188,accessories,good,12,Bengaluru,2024-11-22,NGO0059,matched
DN000959,D00063,casual,fair,5,Lucknow,2025-08-06,NGO0052,matched
DN000960,D00410,shoes,fair,15,Kolkata,2025-02-25,NGO0077,pending
DN000961,D00084,shoes,good,14,Chennai,2025-02-10,NGO0096,pending
DN000962,D00080,children,fair,8,Delhi,2024-12-26,,matched
DN000963,D00327,children,fair,8,Mumbai,2024-12-13,,pending
DN000964,D00187,formal,excellent,9,Ahmedabad,2025-04-29,,approved
DN000965,D00013,formal,fair,18,Chennai,2025-02-14,NGO0048,matched
DN000966,D00499,casual,excellent,5,Jaipur,2025-03-23,NGO0023,matched
DN000967,D00385,formal,excellent,13,Chennai,2025-10-18,NGO0058,pending
DN000968,D00249,outerwear,good,5,Bengaluru,2024-11-13,,approved
DN000969,D00380,children,excellent,18,Pune,2025-05-27,NGO0027,matched
DN000970,D00262,outerwear,excellent,5,Pune,2025-09-29,NGO0004,pending
DN000971,D00439,casual,fair,6,Ahmedabad,2025-06-03,,delivered
DN000972,D00371,outerwear,good,7,Mumbai,2025-11-11,,approved
DN000973,D00278,shoes,excellent,14,Hyderabad,2025-01-19,NGO0080,approved
DN000974,D00186,casual,fair,19,Lucknow,2025-06-28,NGO0036,delivered
DN000975,D00344,accessories,good,16,Delhi,2024-11-22,,delivered
DN000976,D00160,formal,fair,13,Delhi,2025-09-01,,matched
DN000977,D00279,accessories,fair,13,Delhi,2025-08-03,NGO0083,matched
DN000978,D00108,accessories,fair,6,Pune,2025-08-04,NGO0018,delivered
DN000979,D00306,accessories,fair,18,Mumbai,2025-10-18,NGO0084,approved
DN000980,D00262,formal,fair,2,Pune,2025-09-21,NGO0003,approved
DN000981,D00281,shoes,fair,6,Hyderabad,2025-10-30,,matched
DN000982,D00083,outerwear,fair,8,Delhi,2025-08-01,NGO0015,matched
DN000983,D00005,shoes,fair,3,Jaipur,2025-08-06,NGO0005,approved
DN000984,D00062,shoes,excellent,8,Jaipur,2025-07-23,,delivered
DN000985,D00052,casual,fair,10,Bengaluru,2025-05-21,NGO0026,matched
DN000986,D00046,children,fair,9,Pune,2025-11-03,,pending
DN000987,D00149,casual,fair,6,Pune,2025-09-02,,delivered
DN000988,D00353,accessories,fair,18,Bengaluru,2025-01-01,,approved
DN000989,D00397,accessories,excellent,20,Delhi,2024-12-10,NGO0047,matched
DN000990,D00475,outerwear,excellent,4,Bengaluru,2025-10-22,,approved
DN000991,D00459,accessories,excellent,1,Lucknow,2025-04-29,NGO0018,approved
DN000992,D00023,outerwear,excellent,14,Jaipur,2025-03-14,NGO0027,delivered
DN000993,D00410,formal,fair,6,Kolkata,2025-07-16,NGO0062,delivered
DN000994,D00344,outerwear,fair,17,Delhi,2025-08-18,NGO0004,matched
DN000995,D00423,shoes,good,11,Pune,2025-07-01,,approved
DN000996,D00310,shoes,fair,13,Hyderabad,2025-02-08,NGO0014,delivered
DN000997,D00251,formal,good,18,Jaipur,2025-09-28,,delivered
DN000998,D00218,formal,fair,6,Lucknow,2025-07-27,,matched
DN000999,D00434,casual,excellent,20,Chennai,2025-01-10,NGO0029,matched
DN001000,D00241,formal,fair,5,Bengaluru,2024-11-13,,approved
DN001001,D00309,formal,fair,18,Hyderabad,2025-03-30,,approved
DN001002,D00131,casual,good,1,Chennai,2025-03-27,NGO0088,approved
DN001003,D00115,casual,good,18,Pune,2024-12-04,,pending
DN001004,D00202,children,excellent,8,Jaipur,2025-09-16,NGO0092,matched
DN001005,D00182,shoes,fair,13,Ahmedabad,2025-05-10,,matched
DN001006,D00318,casual,fair,19,Hyderabad,2025-10-14,,approved
DN001007,D00311,outerwear,excellent,12,Bengaluru,2025-11-07,,delivered
DN001008,D00065,formal,fair,8,Kolkata,2025-01-20,NGO0020,approved
DN001009,D00202,children,excellent,11,Jaipur,2025-01-01,,matched
DN001010,D00001,children,excellent,7,Kolkata,2025-02-18,,delivered
DN001011,D00279,casual,fair,17,Delhi,2025-09-18,NGO0070,approved
DN001012,D00268,outerwear,excellent,14,Ahmedabad,2025-04-25,NGO0083,pending
DN001013,D00419,outerwear,good,10,Chennai,2025-06-03,NGO0072,approved
DN001014,D00375,casual,good,18,Jaipur,2025-04-29,,matched
DN001015,D00304,accessories,good,17,Mumbai,2025-06-01,NGO0036,pending
DN001016,D00324,accessories,fair,9,Pune,2025-05-21,NGO0017,approved
DN001017,D00484,formal,fair,4,Chennai,2025-08-07,NGO0011,delivered
DN001018,D00022,children,fair,11,Pune,2025-10-18,NGO0020,approved
DN001019,D00243,formal,fair,6,Ahmedabad,2025-11-06,NGO0060,pending
DN001020,D00276,accessories,fair,7,Delhi,2025-10-08,,matched
DN001021,D00262,accessories,fair,12,Pune,2025-01-10,NGO0084,approved
DN001022,D00353,outerwear,good,20,Bengaluru,2025-06-29,NGO0089,pending
DN001023,D00177,children,fair,8,Kolkata,2024-12-06,,matched
DN001024,D00370,accessories,good,14,Mumbai,2025-04-27,,matched
DN001025,D00066,shoes,fair,16,Chennai,2025-06-06,,matched
DN001026,D00494,children,excellent,13,Pune,2025-05-13,NGO0025,approved
DN001027,D00082,outerwear,excellent,19,Pune,2024-12-30,,approved
DN001028,D00482,casual,excellent,12,Ahmedabad,2024-12-16,NGO0048,pending
DN001029,D00355,casual,fair,9,Chennai,2025-10-31,NGO0022,matched
DN001030,D00181,shoes,good,10,Jaipur,2025-06-25,,approved
DN001031,D00150,shoes,good,13,Bengaluru,2024-11-18,NGO0033,approved
DN001032,D00165,accessories,good,8,Chennai,2025-08-17,NGO0014,approved
DN001033,D00334,casual,good,19,Pune,2025-01-08,NGO0061,delivered
DN001034,D00135,shoes,excellent,1,Chennai,2025-05-29,,matched
DN001035,D00459,accessories,fair,7,Lucknow,2025-07-04,,approved
DN001036,D00438,children,excellent,11,Pune,2025-06-27,NGO0027,pending
DN001037,D00236,casual,excellent,13,Lucknow,2025-02-11,,approved
DN001038,D00320,accessories,good,15,Hyderabad,2024-11-23,NGO0077,delivered
DN001039,D00464,shoes,fair,20,Lucknow,2024-11-17,NGO0080,approved
DN001040,D00458,children,excellent,20,Mumbai,2025-08-29,NGO0092,matched
DN001041,D00445,outerwear,good,9,Hyderabad,2025-06-20,,matched
DN001042,D00043,shoes,good,11,Mumbai,2025-09-09,NGO0022,approved
DN001043,D00303,shoes,fair,11,Mumbai,2024-12-18,,approved
DN001044,D00371,children,good,10,Mumbai,2024-12-19,,matched
DN001045,D00182,accessories,good,9,Ahmedabad,2025-02-07,,pending
DN001046,D00152,formal,good,15,Pune,2025-05-29,NGO0026,matched
DN001047,D00309,casual,good,13,Hyderabad,2025-02-25,,pending
DN001048,D00161,casual,fair,5,Delhi,2025-10-19,NGO0080,matched
DN001049,D00198,accessories,excellent,1,Lucknow,2025-10-22,NGO0040,pending
DN001050,D00321,formal,fair,20,Hyderabad,2024-12-25,,pending
DN001051,D00365,formal,good,4,Jaipur,2025-04-03,NGO0050,matched
DN001052,D00428,shoes,fair,9,Lucknow,2024-12-18,NGO0071,approved
DN001053,D00435,outerwear,good,16,Pune,2024-11-18,,matched
DN001054,D00258,outerwear,fair,13,Delhi,2025-03-24,NGO0042,approved
DN001055,D00343,outerwear,excellent,17,Lucknow,2025-11-06,,pending
DN001056,D00013,formal,excellent,12,Chennai,2025-10-17,,delivered
DN001057,D00115,outerwear,fair,16,Pune,2024-12-14,,matched
DN001058,D00234,casual,fair,8,Delhi,2025-02-01,,approved
DN001059,D00133,formal,excellent,5,Jaipur,2025-08-06,NGO0061,matched
DN001060,D00442,shoes,good,13,Bengaluru,2025-01-07,,matched
DN001061,D00165,accessories,excellent,7,Chennai,2025-09-29,NGO0038,delivered
DN001062,D00261,formal,good,4,Mumbai,2025-06-11,,matched
DN001063,D00148,shoes,good,18,Jaipur,2025-03-04,NGO0027,pending
DN001064,D00435,casual,fair,15,Pune,2025-10-13,NGO0037,delivered
DN001065,D00429,outerwear,good,6,Mumbai,2025-02-21,NGO0001,pending
DN001066,D00239,formal,good,14,Kolkata,2025-10-12,,approved
DN001067,D00439,accessories,excellent,9,Ahmedabad,2025-03-16,,delivered
DN001068,D00498,formal,excellent,4,Ahmedabad,2024-11-15,NGO0070,delivered
DN001069,D00087,formal,excellent,2,Ahmedabad,2025-08-25,NGO0082,approved
DN001070,D00309,shoes,excellent,12,Hyderabad,2025-05-23,,pending
DN001071,D00464,children,fair,4,Lucknow,2025-09-16,,matched
DN001072,D00437,accessories,fair,1,Pune,2024-12-22,NGO0061,approved
DN001073,D00291,shoes,fair,4,Lucknow,2025-04-12,NGO0024,pending
DN001074,D00008,casual,fair,4,Jaipur,2025-03-07,NGO0013,delivered
DN001075,D00451,casual,good,9,Delhi,2025-10-09,,approved
DN001076,D00141,children,good,19,Jaipur,2025-03-06,NGO0067,delivered
DN001077,D00325,accessories,good,19,Ahmedabad,2024-12-02,NGO0034,matched
DN001078,D00174,shoes,fair,7,Mumbai,2025-01-16,NGO0089,matched
DN001079,D00033,formal,good,1,Bengaluru,2025-01-27,NGO0047,pending
DN001080,D00100,outerwear,fair,13,Kolkata,2025-10-31,NGO0097,delivered
DN001081,D00475,accessories,excellent,13,Bengaluru,2024-12-24,NGO0073,delivered
DN001082,D00280,children,good,18,Mumbai,2025-01-18,,matched
DN001083,D00069,shoes,good,19,Mumbai,2025-03-02,NGO0097,approved
DN001084,D00162,children,fair,3,Chennai,2025-03-09,,approved
DN001085,D00429,formal,fair,16,Mumbai,2025-03-15,NGO0021,pending
DN001086,D00050,shoes,excellent,4,Chennai,2025-04-14,NGO0069,matched
DN001087,D00348,shoes,fair,19,Kolkata,2025-02-17,,matched
DN001088,D00457,accessories,fair,1,Bengaluru,2025-02-15,NGO0077,delivered
DN001089,D00224,outerwear,excellent,7,Pune,2024-11-21,,approved
DN001090,D00103,accessories,good,9,Ahmedabad,2025-06-09,,matched
DN001091,D00083,outerwear,excellent,5,Delhi,2025-06-16,,approved
DN001092,D00106,accessories,excellent,5,Bengaluru,2025-08-08,NGO0045,matched
DN001093,D00397,casual,fair,2,Delhi,2025-05-10,NGO0018,approved
DN001094,D00460,shoes,excellent,9,Pune,2024-11-20,NGO0093,delivered
DN001095,D00240,casual,excellent,9,Mumbai,2025-06-02,,matched
DN001096,D00427,casual,excellent,3,Mumbai,2025-06-27,NGO0058,approved
DN001097,D00013,casual,good,16,Chennai,2025-08-01,NGO0078,delivered
DN001098,D00409,outerwear,fair,13,Delhi,2025-06-02,NGO0038,pending
DN001099,D00275,outerwear,fair,18,Kolkata,2025-07-15,NGO0004,matched
DN001100,D00476,outerwear,excellent,19,Chennai,2025-06-02,NGO0070,pending
DN001101,D00118,children,good,18,Bengaluru,2025-09-10,,matched
DN001102,D00408,children,fair,5,Ahmedabad,2024-12-09,NGO0060,matched
DN001103,D00172,shoes,fair,18,Jaipur,2025-08-11,NGO0027,approved
DN001104,D00279,casual,excellent,6,Delhi,2025-02-19,,approved
